"categoria","texto","iteracao","seed_sorteio"
"AcordoCooperacao","EXTRATO DE ACORDO DE COOPERAÇÃO TÉCNICA ACORDO DE COOPERAÇÃO TÉCNICA Nº 013/2025 PROCESSO Nº 2024-789PZ PARTÍCIPES: - Secretaria de Estado da Saúde - SES; - Fundação Municipal de Saúde de Vila Velha - FMSVV OBJETO: O presente Termo de Cooperação Técnica tem por objeto a cooperação técnica entre os partícipes para implementar e manter um sistema integrado de monitoramento epidemiológico, com foco na prevenção e controle da dengue, zika e chikungunya no Estado do Espírito Santo. VIGÊNCIA: O presente Termo de Cooperação vigerá por 90 (noventa) meses a partir da data da publicação deste extrato no Diário Oficial do Estado do Espírito Santo. DO REPASSE DE RECURSOS FINANCEIROS: O presente Termo de Cooperação Técnica não envolve transferência de recursos financeiros/orçamentários entre os partícipes. LUIZ FERNANDO GONÇALVES Secretário de Estado da Saúde","40","11221"
"AcordoCooperacao","RESUMO DO ACORDO DE COOPERAÇÃO TÉCNICA Nº 012/2024 PROCESSO Nº 2023-QG578 PARTÍCIPES: Secretaria de Estado de Saúde - SES, Instituto Capixaba de Desenvolvimento Científico e Tecnológico (ICDT), Hospital Evangélico do Espírito Santo (HEES) OBJETO: Estabelecer cooperação técnica para o desenvolvimento de um programa de saúde mental integrado no estado do Espírito Santo. RECURSOS FINANCEIROS : não há transferência de recursos financeiros entre os partícipes, e as despesas necessárias à consecução do objeto deste Instrumento serão assumidas pelos Partícipes, dentro dos limites de suas respectivas atribuições e nos termos das normas aplicáveis às finanças públicas. VIGÊNCIA : a partir do primeiro dia seguinte ao da publicação de seu extrato na imprensa oficial até 48 meses após o início de sua vigência. Vitória/ES, 25 de abril de 2024 FERNANDO MOREIRA DA SILVA Secretário de Estado de Saúde","41","11222"
"AcordoCooperacao","RESUMO DO ACORDO DE COOPERAÇÃO Nº 009/2024 PROCESSO Nº 2023-78HJL PARTÍCIPES: Secretaria de Estado de Saúde do Espírito Santo - SES, Hospital Israelita Albert Einstein - HIAE (CNPJ: 62.195.594/0001-06), e Prefeitura Municipal de Vitória - PMV. OBJETO: Estabelecer cooperação técnica para o desenvolvimento de um programa de telemedicina, visando a melhoria no atendimento à saúde da população do estado do Espírito Santo. RECURSOS FINANCEIROS : não há transferência de recursos financeiros entre os partícipes, e as despesas necessárias à consecução do objeto deste Instrumento serão assumidas pelos Partícipes, dentro dos limites de suas respectivas atribuições e nos termos das normas aplicáveis às finanças públicas. VIGÊNCIA : a partir do primeiro dia seguinte ao da publicação de seu extrato na imprensa oficial até 36 meses após o início de sua vigência. Vitória/ES, 15 de abril de 2025 MARCO ANTÔNIO DE SOUZA Secretário de Estado de Saúde","42","11223"
"AcordoCooperacao","EXTRATO DE ACORDO DE COOPERAÇÃO TÉCNICA

ACORDO DE COOPERAÇÃO TÉCNICA Nº 012/2026 PROCESSO Nº 2026-4GQER PARTÍCIPES: Secretaria de Estado da Saúde - SES, Hospital São Lucas Ltda., Universidade Federal do Espírito Santo - UFES e Fundação de Amparo à Pesquisa do Espírito Santo - FAPES OBJETO: Estabelecer cooperação técnica para o desenvolvimento de um programa de pesquisa e tratamento avançado no combate ao câncer infantil, incluindo a criação de protocolos clínicos inovadores e a formação de recursos humanos especializados. RECURSOS FINANCEIROS: O presente Termo de Cooperação Técnica não envolve transferência de recursos financeiros entre os partícipes; as despesas necessárias à consecução do objeto serão assumidas pelos respectivos signatários, no estrito cumprimento das normas aplicáveis às finanças públicas e privadas. VIGÊNCIA: O presente Termo de Cooperação vigerá por 36 (trinta e seis) meses a partir da publicação do extrato na imprensa oficial.

Vitória/ES, 15 de janeiro de 2027

CARLOS AUGUSTO PEREIRA Secretário de Estado da Saúde","43","11224"
"AcordoCooperacao","RESUMO DO ACORDO DE COOPERAÇÃO TÉCNICA Nº 002/2024 PROCESSO Nº 2023-D1LJ5 PARTÍCIPES: Secretaria de Estado de Segurança Pública e Defesa Social - SSPDS, INNOVATECH SISTEMAS LTDA. OBJETO: Intensificação da troca de conhecimentos sobre tecnologias para aprimoramento dos sistemas de segurança pública do Estado do Espírito Santo. RECURSOS FINANCEIROS : não há transferência de recursos financeiros entre os partícipes, e as despesas necessárias à consecução do objeto deste Instrumento serão assumidas pelos Partícipes, dentro dos limites de suas respectivas atribuições e nos termos das normas aplicáveis às finanças públicas. VIGÊNCIA : a partir do primeiro dia seguinte ao da publicação de seu extrato na imprensa oficial até 31/12/2024, conforme prazo previsto no anexo Plano de Trabalho para a consecução de seu objeto.

Vitória/ES, 25 de outubro de 2023.  
CARLOS ALBERTO FERREIRA Secretário de Estado de Segurança Pública e Defesa Social","44","11225"
"AcordoCooperacao","EXTRATO DE ACORDO DE COOPERAÇÃO TÉCNICA

ACORDO DE COOPERAÇÃO TÉCNICA Nº 006/2025
PROCESSO Nº 2024-KL87T

PARTÍCIPES:
- Secretaria de Estado da Saúde - SES;
- Hospital Universitário Cassiano Antonio Moraes;
- Associação Beneficente Espírito Santista.

OBJETO: O presente Termo de Cooperação Técnica tem por objeto a colaboração entre os partícipes no desenvolvimento e implementação de programas e ações voltados para o atendimento à saúde pública, especialmente na área da oncologia. Os partícipes comprometem-se a compartilhar recursos humanos e tecnológicos visando melhorar a assistência médica em casos complexos, promovendo estudos clínicos e pesquisas científicas que contribuam para o desenvolvimento de novos tratamentos.

VIGÊNCIA: O presente Termo de Cooperação vigerá por 60 (sessenta) meses, a contar do dia 15 de janeiro de 2025.

DO REPASSE DE RECURSOS FINANCEIROS: O presente Termo de Cooperação Técnica não envolve transferência de recursos financeiros/orçamentários entre os partícipes.

MARIA APARECIDA SILVA
Secretária de Estado da Saúde","45","11226"
"AcordoCooperacao","RESUMO DO ACORDO DE COOPERAÇÃO TÉCNICA Nº 012/2025 PROCESSO Nº 2025-RTV67 PARTÍCIPES: Secretaria de Estado de Saúde - SES; Hospital São Lucas (Unidade Municipal de Saúde); Universidade Federal do Espírito Santo - UFES. OBJETO: O presente Acordo tem por objetivo estabelecer cooperação técnica e científica entre os partícipes para o desenvolvimento, implementação e aprimoramento de um programa de saúde mental, com foco na prevenção e tratamento do transtorno do espectro autista (TEA) em crianças e adolescentes. RECURSOS FINANCEIROS: O Acordo não envolve transferência de recursos financeiros entre os partícipes, sendo as despesas necessárias à consecução deste Instrumento suportadas pelas respectivas instituições no âmbito de suas competências legais e orçamentárias. VIGÊNCIA: O presente Acordo vigorará por 36 meses a partir da publicação do seu extrato na Imprensa Oficial do Estado.

Vitória/ES, 15 de setembro de 2025

CARLOS ALBERTO DE ARAÚJO SECRETÁRIO DE ESTADO DE SAÚDE","46","11227"
"AcordoCooperacao","EXTRATO DE ACORDO DE COOPERAÇÃO TÉCNICA  
ACORDO DE COOPERAÇÃO TÉCNICA Nº 012/2026  
PROCESSO Nº 2025-9XKLM  

PARTÍCIPES:  
- Secretaria de Estado do Meio Ambiente e Sustentabilidade - SMA;  
- Prefeitura Municipal de Cariacatu;  
- Instituto Ambiental da Região Noroeste - IARN;

OBJETO:  
O presente Termo de Cooperação Técnica tem por objeto a cooperação técnica entre os partícipes no desenvolvimento, implementação e monitoramento de programas ambientais visando à conservação e recuperação de áreas verdes urbanas e rurais na região. A cooperação incluirá a realização de estudos técnicos, ações educativas e operacionais para o combate à poluição e promoção da sustentabilidade ambiental.

VIGÊNCIA:  
O presente Termo de Cooperação vigerá por 36 (trinta e seis) meses, contados do primeiro dia seguinte à publicação do extrato no Diário Oficial do Estado.

DO REPASSE DE RECURSOS FINANCEIROS:  
O presente Termo de Cooperação Técnica não envolve transferência de recursos financeiros/orçamentários entre os partícipes.

MARIA ANTONIA RAMALHO DOS SANTOS  
Secretária de Estado do Meio Ambiente e Sustentabilidade","47","11228"
"AcordoCooperacao","EXTRATO DE ACORDO DE COOPERAÇÃO TÉCNICA  
ACORDO DE COOPERAÇÃO TÉCNICA Nº 007/2025  
PROCESSO Nº 2024-98P67

PARTÍCIPES:  
- Secretaria de Estado do Meio Ambiente e Sustentabilidade - SEMA;  
- Prefeitura Municipal de Vila Velha - PMVV;  
- Instituto Ambiental do Espírito Santo - IAESE;

OBJETO:  
O presente Termo de Cooperação Técnica tem por objeto a cooperação técnica entre os partícipes na elaboração e implementação de projetos ambientais, visando à preservação e recuperação de áreas de conservação prioritárias do estado, conforme especificações detalhadas no Anexo I deste acordo.  

VIGÊNCIA:  
O presente Termo de Cooperação vigerá por 48 (quarenta e oito) meses a partir do primeiro dia seguinte ao da publicação de seu extrato no Diário Oficial do estado.

DO REPASSE DE RECURSOS FINANCEIROS:  
O presente Termo de Cooperação Técnica não envolve transferência de recursos financeiros/orçamentários entre os partícipes.

ANA LÚCIA OLIVEIRA SECRETÁRIA DE ESTADO DO MEIO AMBIENTE E SUSTENTABILIDADE","48","11229"
"AcordoCooperacao","RESUMO DO ACORDO DE COOPERAÇÃO TÉCNICA Nº 015/2026 PROCESSO Nº 2025-T4KJ8 PARTÍCIPES: Secretaria de Estado de Saúde - SES e Instituto de Pesquisa em Ciências da Vida LTDA. OBJETO: Mútua colaboração entre a SES e o IPVC, no desenvolvimento e implementação de um programa voltado à prevenção e ao controle do diabetes mellitus na população espírito-santense, conforme detalhado no Plano de Trabalho anexo. VIGÊNCIA: O presente Termo vigerá por 24 (vinte e quatro) meses a contar da data da publicação de seu extrato no Diário Oficial do Estado até 31/05/2028, conforme prazo previsto no anexo Plano de Trabalho para a consecução de seu objeto. RECURSOS FINANCEIROS: O presente Termo não envolve transferência de recursos financeiros/orçamentários entre os partícipes. MARIA APARECIDA DA SILVA Secretária de Estado de Saúde","49","11230"
"AcordoCooperacao","EXTRATO DE ACORDO DE COOPERAÇÃO TÉCNICA  
ACORDO DE COOPERAÇÃO TÉCNICA Nº 015/2026  
PROCESSO Nº 2025-734T8

PARTÍCIPES: - Secretaria de Estado da Saúde; - Fundação Educacional e Cultural do Espírito Santo - FECES; - Hospital Universitário Dr. Barbosa Velho.

OBJETO: O presente Termo de Cooperação Técnica tem por objeto a realização conjunta de projetos relacionados à saúde pública, com ênfase no combate à disseminação de doenças crônicas e na melhoria da qualidade dos serviços prestados. As atividades envolvem o intercâmbio científico e técnico, treinamento profissional e desenvolvimento de programas preventivos.

VIGÊNCIA: O presente Termo de Cooperação vigerá por 84 (oitenta e quatro) meses a partir do primeiro dia seguinte à publicação deste extrato no Diário Oficial do Estado.

DO REPASSE DE RECURSOS FINANCEIROS: O presente Termo de Cooperação Técnica não envolve transferência de recursos financeiros/orçamentários entre os partícipes.

MARIA CLARA SANTOS DA COSTA  
Secretária de Estado da Saúde","50","11231"
"AcordoCooperacao","RESUMO DO ACORDO DE COOPERAÇÃO TÉCNICA Nº 012/2025 PROCESSO Nº 2025-3KZXY PARTÍCIPES: Secretaria de Estado do Trabalho e Desenvolvimento Social - SETDS, Fundação René Rachou, Instituto Capixaba de Pesquisa Assistencial em Saúde – ICPAS, Prefeitura Municipal de Serra e Empresa Brasileira de Serviços Hospitalares – EBHS. OBJETO: Estabelecer cooperação técnica para o desenvolvimento de um programa integrado de saúde e assistência social para famílias em situação de vulnerabilidade na região metropolitana do Espírito Santo, envolvendo diagnósticos e intervenções direcionadas a melhorar condições socioeconômicas e de saúde. RECURSOS FINANCEIROS: Não há transferência de recursos financeiros entre os partícipes, sendo que as despesas necessárias à consecução do objeto serão assumidas pelos Partícipes dentro dos limites de suas respectivas atribuições e nos termos das normas aplicáveis às finanças públicas. VIGÊNCIA: a partir do primeiro dia seguinte ao da publicação de seu extrato na imprensa oficial até 36 meses após o início de sua vigência. Vitória/ES,20 de junho de 2025 MARCOS LUIS ALVES Secretário de Estado do Trabalho e Desenvolvimento Social","51","11232"
"AcordoCooperacao","RESUMO DO ACORDO DE COOPERAÇÃO TÉCNICA Nº 002/2025 PROCESSO Nº 2024-K9XNM PARTÍCIPES: Secretaria de Estado da Saúde - SES e Hospital Santa Luzia Ltda. OBJETO: Mútua colaboração entre os partícipes na realização do Programa Estadual de Prevenção ao Suicídio, com ênfase em ações preventivas, capacitação de profissionais e promoção de eventos educativos. RECURSOS FINANCEIROS: O presente Acordo não envolve transferência de recursos financeiros/orçamentários entre os partícipes, sendo as despesas relacionadas às atividades do Programa divididas proporcionalmente conforme estabelecido no Anexo I - Termo Aditivo. VIGÊNCIA: 36 (trinta e seis) meses a contar da publicação deste extrato na Imprensa Oficial, até 31 de dezembro de 2027. Vitória/ES, 15 de abril de 2025. MARIA ANTONIA SILVA SECRETÁRIA DE ESTADO DA SAÚDE","52","11233"
"AcordoCooperacao","EXTRATO DE ACORDO DE COOPERAÇÃO TÉCNICA ACORDO DE COOPERAÇÃO TÉCNICA Nº 012/2026 PROCESSO Nº 2025-YK7TG PARTÍCIPES: - Secretaria de Estado do Meio Ambiente e Sustentabilidade - SMA; - Fundação Estadual do Meio Ambiente - FESMA; - Município de Santa Leopoldina OBJETO: O presente Termo de Cooperação Técnica tem por objeto a cooperação técnica entre os partícipes nas ações destinadas à proteção e conservação ambiental, incluindo monitoramento de recursos naturais, educação ambiental e fiscalização ambiental, visando promover a sustentabilidade e o desenvolvimento socioambiental na região. VIGÊNCIA: O presente Termo de Cooperação vigerá por noventa (90) meses a partir do primeiro dia seguinte ao da publicação de seu extrato no Diário Oficial do Estado. DO REPASSE DE RECURSOS FINANCEIROS: O presente Termo de Cooperação Técnica não envolve transferência de recursos financeiros/orçamentários entre os partícipes. MARIA CRISTINA SANTOS GARCIA Diretora-Presidente - SMA","53","11234"
